shipping_id,order_id,shipping_date,return_date,shipping_providers,delivery_status
1576,12494,12-29-2015,,amazon logistics,Delivered
1577,19831,12-04-2016,12-15-2016,spee-dee delivery,Returned
1578,17864,07-21-2017,,spee-dee delivery,Delivered
1579,17806,05-21-2017,,ontrac,Delivered
1581,18466,12-16-2016,12-29-2016,purolator,Returned
1582,12413,12-29-2015,01-09-2016,amazon logistics,Returned
1583,7433,12-15-2016,,ontrac,Delivered
1584,15819,11-24-2016,12-06-2016,amazon logistics,Returned
1585,20941,07-15-2017,,lasership,Delivered
1586,9323,08-10-2016,,fedex,Delivered
1587,23974,12-20-2015,,fedex,Delivered
1588,11452,03-28-2016,,ontrac,Delivered
1589,23544,04-04-2016,,xpo logistics,Delivered
1590,22824,11-18-2016,11-29-2016,dhl,Returned
1591,5385,10-18-2015,10-29-2015,ontrac,Returned
1592,16684,04-09-2016,,xpo logistics,Delivered
1593,16754,03-24-2016,,xpo logistics,Delivered
1594,3701,12-01-2015,12-15-2015,dhl,Returned
1595,11721,03-15-2016,,amazon logistics,Delivered
1596,7371,12-15-2016,,lasership,Delivered
1597,22999,01-09-2016,,ontrac,Delivered
1599,27,01-28-2017,,ontrac,Delivered
1600,1234,02-03-2017,,ups,Delivered
1601,8253,01-18-2017,01-31-2017,amazon logistics,Returned
1602,18856,01-30-2017,,ups,Delivered
1603,6598,10-31-2016,,fedex,Delivered
1604,9243,08-23-2016,,ontrac,Delivered
1605,3675,12-08-2015,,fedex,Delivered
1606,7751,03-17-2017,03-27-2017,purolator,Returned
1607,19135,05-23-2016,,purolator,Delivered
1608,17342,09-15-2016,,dhl,Delivered
1609,12808,01-25-2017,,fedex,Delivered
1610,12032,02-04-2016,02-15-2016,amazon logistics,Returned
1611,10106,01-05-2016,01-16-2016,xpo logistics,Returned
1612,10747,07-24-2016,,spee-dee delivery,Delivered
1613,12060,01-06-2016,,dhl,Delivered
1614,6514,11-14-2016,,fedex,Delivered
1615,18627,01-12-2017,,xpo logistics,Delivered
1616,22005,05-13-2017,,dhl,Delivered
1617,18414,12-09-2016,12-18-2016,ontrac,Returned
1618,18416,12-08-2016,12-17-2016,xpo logistics,Returned
1619,16227,11-27-2015,12-09-2015,lasership,Returned
1620,18935,02-06-2017,02-20-2017,xpo logistics,Returned
1621,6106,04-02-2016,04-10-2016,fedex,Returned
1622,10737,01-14-2016,,ontrac,Delivered
1623,18909,01-31-2017,02-15-2017,purolator,Returned
1624,3173,08-07-2016,,ups,Delivered
1625,464,02-07-2017,,fedex,Delivered
1626,11144,06-22-2016,07-02-2016,lasership,Returned
1627,20081,12-30-2016,,lasership,Delivered
1628,10308,01-23-2016,,purolator,Delivered
1629,21217,08-08-2017,,lasership,Delivered
1631,17951,07-05-2017,,ups,Delivered
1632,16650,03-14-2016,,xpo logistics,Delivered
1633,4595,01-18-2017,,purolator,Delivered
1634,4920,12-08-2016,12-18-2016,usps,Returned
1635,20053,12-25-2016,,fedex,Delivered
1636,14032,05-09-2016,,amazon logistics,Delivered
1637,5902,04-17-2016,,ups,Delivered
1638,10558,01-13-2016,,fedex,Delivered
1639,21440,08-22-2017,,ups,Delivered
1640,1692,12-20-2016,,usps,Delivered
1641,23002,01-06-2016,,fedex,Delivered
1642,3760,12-17-2015,,ups,Delivered
1643,11410,06-05-2016,06-13-2016,fedex,Returned
1644,6376,11-26-2016,12-10-2016,usps,Returned
1645,3027,01-07-2017,,dhl,Delivered
1646,2891,04-08-2017,,lasership,Delivered
1647,9654,01-10-2016,,amazon logistics,Delivered
1648,23909,12-12-2015,12-26-2015,spee-dee delivery,Returned
1649,4665,12-27-2016,,purolator,Delivered
1650,21392,08-19-2017,,lasership,Delivered
1651,3847,01-22-2017,,ontrac,Delivered
1652,16385,01-07-2016,,ontrac,Delivered
1653,8985,09-13-2016,,purolator,Delivered
1654,3362,12-23-2016,,lasership,Delivered
1655,21026,07-24-2017,,xpo logistics,Delivered
1656,13915,05-18-2017,,amazon logistics,Delivered
1657,16501,01-26-2016,02-07-2016,spee-dee delivery,Returned
1658,6340,11-29-2016,,ontrac,Delivered
1659,5375,10-17-2015,,ontrac,Delivered
1660,518,11-19-2016,11-27-2016,purolator,Returned
1661,21805,03-28-2017,,purolator,Delivered
1662,11409,06-05-2016,,usps,Delivered
1663,4842,12-27-2016,,usps,Delivered
1664,12462,12-30-2015,,spee-dee delivery,Delivered
1665,13050,01-19-2017,,ups,Delivered
1666,23340,03-13-2016,,xpo logistics,Delivered
1667,191,12-14-2016,12-23-2016,purolator,Returned
1668,8127,01-18-2017,,ups,Delivered
1669,17640,04-15-2017,,lasership,Delivered
1670,10153,01-09-2016,01-23-2016,purolator,Returned
1671,19857,12-11-2016,12-19-2016,dhl,Returned
1672,19356,06-27-2016,,dhl,Delivered
1673,19436,07-06-2016,,spee-dee delivery,Delivered
1674,18105,08-13-2017,,purolator,Delivered
1675,7392,12-16-2016,,spee-dee delivery,Delivered
1676,23412,03-20-2016,,xpo logistics,Delivered
1677,6329,11-30-2016,,purolator,Delivered
1678,848,03-17-2017,,fedex,Delivered
1679,12700,01-29-2017,02-08-2017,amazon logistics,Returned
1680,20229,01-19-2017,,ups,Delivered
1681,23464,03-30-2016,,usps,Delivered
1682,13804,05-28-2017,,fedex,Delivered
1683,17088,07-09-2016,07-22-2016,purolator,Returned
1684,9609,01-10-2016,,dhl,Delivered
1686,22124,05-27-2017,,fedex,Delivered
1687,10361,01-23-2016,02-02-2016,amazon logistics,Returned
1688,3610,01-20-2017,,ups,Delivered
1689,21013,07-21-2017,,ontrac,Delivered
1690,451,12-28-2016,,dhl,Delivered
1691,17129,06-28-2016,,ups,Delivered
1692,12019,02-03-2016,02-16-2016,spee-dee delivery,Returned
1693,8358,01-13-2017,,purolator,Delivered
1694,13147,12-30-2015,,spee-dee delivery,Delivered
1695,15821,08-10-2015,,spee-dee delivery,Delivered
1696,15828,08-09-2015,08-23-2015,fedex,Returned
1697,19994,12-18-2016,,xpo logistics,Delivered
1698,21980,05-06-2017,,spee-dee delivery,Delivered
1699,10020,01-09-2016,,ups,Delivered
1700,19755,08-22-2016,09-04-2016,ontrac,Returned
1701,14253,03-16-2017,,amazon logistics,Delivered
1702,16445,02-03-2016,,fedex,Delivered
1703,6294,12-09-2016,,dhl,Delivered
1704,2637,05-30-2017,,ups,Delivered
1705,4723,06-04-2016,,ontrac,Delivered
1706,23800,10-23-2015,,lasership,Delivered
1707,9911,01-10-2016,,dhl,Delivered
1708,22055,05-19-2017,05-31-2017,ups,Returned
1709,15278,04-11-2017,,usps,Delivered
1710,6255,12-08-2016,,xpo logistics,Delivered
1711,24008,09-01-2017,09-13-2017,xpo logistics,Returned
1712,14937,11-30-2016,,lasership,Delivered
1713,7733,03-18-2017,,lasership,Delivered
1714,3816,12-30-2015,,purolator,Delivered
1715,1680,12-26-2016,01-10-2017,usps,Returned
1716,10022,01-10-2016,01-18-2016,xpo logistics,Returned
1717,11651,03-15-2016,03-29-2016,amazon logistics,Returned
1718,14073,01-30-2016,02-08-2016,amazon logistics,Returned
1719,2261,01-17-2017,,fedex,Delivered
1720,13002,01-20-2017,,usps,Delivered
1721,16998,06-28-2016,,ups,Delivered
1722,17993,07-10-2017,,ontrac,Delivered
1723,13827,05-26-2017,06-04-2017,dhl,Returned
1724,4815,12-31-2015,,purolator,Delivered
1725,14153,10-04-2016,,ups,Delivered
1727,18420,11-22-2016,12-04-2016,ontrac,Returned
1728,16038,10-19-2015,11-02-2015,fedex,Returned
1729,19946,12-15-2016,12-24-2016,purolator,Returned
1730,9303,08-15-2016,08-23-2016,spee-dee delivery,Returned
1731,6099,03-31-2016,,ontrac,Delivered
1732,8777,01-01-2017,,amazon logistics,Delivered
1733,18649,01-15-2017,,amazon logistics,Delivered
1734,13131,12-30-2015,01-08-2016,fedex,Returned
1735,21072,07-22-2017,,spee-dee delivery,Delivered
1736,5399,10-18-2015,,dhl,Delivered
1737,21131,07-31-2017,,spee-dee delivery,Delivered
1738,1167,02-04-2017,,fedex,Delivered
1739,15730,01-28-2017,,spee-dee delivery,Delivered
1740,23469,03-27-2016,04-09-2016,ontrac,Returned
1741,1606,12-24-2016,01-06-2017,dhl,Returned
1742,16203,12-20-2015,,amazon logistics,Delivered
1743,3174,12-28-2016,,lasership,Delivered
1744,3993,02-04-2017,,ontrac,Delivered
1745,22420,09-27-2016,,usps,Delivered
1746,9393,08-07-2016,,spee-dee delivery,Delivered
1747,2445,01-09-2017,,lasership,Delivered
1748,10723,01-14-2016,,usps,Delivered
1749,5288,11-11-2015,,purolator,Delivered
1750,17868,07-24-2017,,amazon logistics,Delivered
1751,1208,02-03-2017,,dhl,Delivered
1752,10113,01-05-2016,,usps,Delivered
1753,11639,03-15-2016,,spee-dee delivery,Delivered
1754,22162,05-21-2017,06-01-2017,purolator,Returned
1755,14817,12-16-2016,,spee-dee delivery,Delivered
1756,23561,04-13-2016,,amazon logistics,Delivered
1757,19263,06-12-2016,,usps,Delivered
1758,5175,11-23-2015,,ups,Delivered
1759,6844,01-01-2017,,usps,Delivered
1760,6260,12-08-2016,12-20-2016,amazon logistics,Returned
1761,17697,05-06-2017,,lasership,Delivered
1762,18964,09-02-2017,09-10-2017,xpo logistics,Returned
1763,13919,05-18-2017,,amazon logistics,Delivered
1764,9265,08-18-2016,08-30-2016,lasership,Returned
1765,1425,12-31-2016,01-10-2017,amazon logistics,Returned
1766,5182,11-25-2015,,fedex,Delivered
1767,5637,05-07-2016,,usps,Delivered
1768,8452,01-07-2017,01-17-2017,xpo logistics,Returned
1769,812,03-19-2017,03-29-2017,ontrac,Returned
1770,374,01-19-2017,01-28-2017,dhl,Returned
1771,16807,04-26-2016,,fedex,Delivered
1772,22382,10-02-2016,10-16-2016,ups,Returned
1773,11437,03-28-2016,04-11-2016,ontrac,Returned
1774,20371,01-24-2017,,dhl,Delivered
1776,4925,12-11-2016,12-24-2016,purolator,Returned
1777,7494,04-23-2017,,usps,Delivered
1778,23884,11-29-2015,,amazon logistics,Delivered
1779,21220,08-07-2017,,usps,Delivered
1780,12764,01-29-2017,,lasership,Delivered
1781,4237,02-27-2016,,fedex,Delivered
1782,7932,02-22-2017,,purolator,Delivered
1783,4101,12-31-2015,,spee-dee delivery,Delivered
1784,22830,11-15-2016,,purolator,Delivered
1785,1691,12-21-2016,,ups,Delivered
1786,12811,01-24-2017,,dhl,Delivered
1787,2805,05-07-2017,05-15-2017,dhl,Returned
1788,12097,01-05-2016,01-14-2016,dhl,Returned
1790,18320,10-28-2016,,purolator,Delivered
1791,11799,03-09-2016,,ups,Delivered
1792,21603,03-06-2017,,ontrac,Delivered
1793,14486,01-18-2017,,lasership,Delivered
1794,8227,01-18-2017,01-27-2017,lasership,Returned
1795,5150,03-06-2017,,fedex,Delivered
1796,2641,05-24-2017,,dhl,Delivered
1797,21850,04-02-2017,,ups,Delivered
1798,23882,11-30-2015,,fedex,Delivered
1799,7672,03-22-2017,04-03-2017,ontrac,Returned
1800,12170,12-31-2015,,ontrac,Delivered
1801,2408,01-08-2017,,lasership,Delivered
1802,5038,12-29-2016,01-10-2017,amazon logistics,Returned
1803,17506,03-04-2017,,ups,Delivered
1804,12970,01-21-2017,,ontrac,Delivered
1805,2636,05-31-2017,,xpo logistics,Delivered
1806,6372,11-29-2016,,ups,Delivered
1807,8272,01-15-2017,01-24-2017,dhl,Returned
1808,11439,03-27-2016,,lasership,Delivered
1809,12761,01-28-2017,,purolator,Delivered
1810,3632,12-30-2015,,ups,Delivered
1811,23125,01-17-2016,01-31-2016,ups,Returned
1812,11746,03-13-2016,,spee-dee delivery,Delivered
1813,21385,08-20-2017,09-04-2017,fedex,Returned
1814,22212,09-05-2016,,dhl,Delivered
1815,15924,09-21-2015,,fedex,Delivered
1816,11020,07-04-2016,07-16-2016,amazon logistics,Returned
1817,8731,01-01-2017,01-16-2017,amazon logistics,Returned
1818,6969,12-27-2016,01-04-2017,purolator,Returned
1819,10125,01-06-2016,01-14-2016,dhl,Returned
1820,10370,01-22-2016,02-02-2016,xpo logistics,Returned
1821,3279,10-01-2016,,spee-dee delivery,Delivered
1822,601,10-22-2016,,xpo logistics,Delivered
1823,21709,03-19-2017,,fedex,Delivered
1824,7936,02-20-2017,03-05-2017,lasership,Returned
1825,837,03-20-2017,,spee-dee delivery,Delivered
1826,12004,02-06-2016,,ups,Delivered
1827,23247,02-22-2016,,ups,Delivered
1828,22866,11-19-2016,,lasership,Delivered
1829,1130,02-08-2017,,fedex,Delivered
1830,6768,10-19-2016,,ontrac,Delivered
1831,14346,09-25-2016,10-04-2016,lasership,Returned
1833,12229,01-03-2016,,fedex,Delivered
1834,3504,01-09-2016,01-21-2016,spee-dee delivery,Returned
1835,15870,08-09-2015,,usps,Delivered
1836,13843,05-18-2017,,fedex,Delivered
1837,17681,06-03-2017,06-11-2017,xpo logistics,Returned
1838,8978,09-19-2016,,xpo logistics,Delivered
1839,16930,05-29-2016,,fedex,Delivered
1840,17564,03-27-2017,04-07-2017,usps,Returned
1841,11484,03-27-2016,,ups,Delivered
1842,15629,02-01-2017,,purolator,Delivered
1843,16299,12-12-2015,12-23-2015,lasership,Returned
1844,12388,12-30-2015,,lasership,Delivered
1845,23201,02-07-2016,,lasership,Delivered
1846,20725,06-13-2017,06-26-2017,dhl,Returned
1847,1586,12-24-2016,,amazon logistics,Delivered
1849,13858,05-19-2017,,ups,Delivered
1850,22629,10-22-2016,,xpo logistics,Delivered
1851,5445,05-30-2016,,fedex,Delivered
1852,2771,05-07-2017,,fedex,Delivered
1853,1792,12-16-2016,,xpo logistics,Delivered
1854,3926,01-28-2017,,ontrac,Delivered
1856,14913,12-01-2016,12-10-2016,amazon logistics,Returned
1857,9158,08-24-2016,,amazon logistics,Delivered
1858,19173,06-06-2016,,dhl,Delivered
1859,11478,03-26-2016,,xpo logistics,Delivered
1860,14924,11-28-2016,,usps,Delivered
1861,15905,08-24-2015,,amazon logistics,Delivered
1862,9564,01-09-2016,,usps,Delivered
1863,10008,01-09-2016,,purolator,Delivered
1864,22299,09-19-2016,09-27-2016,amazon logistics,Returned
1865,4978,01-02-2016,,ontrac,Delivered
1866,13910,05-19-2017,,ontrac,Delivered
1867,1620,12-24-2016,,ups,Delivered
1868,7705,03-19-2017,,purolator,Delivered
1869,20845,06-25-2017,,ontrac,Delivered
1870,4907,12-09-2016,,ontrac,Delivered
1871,23950,12-20-2015,,ups,Delivered
1872,148,01-27-2017,02-06-2017,purolator,Returned
1873,3531,01-10-2016,01-18-2016,ontrac,Returned
1874,14934,11-26-2016,,ontrac,Delivered
1875,22738,11-09-2016,,lasership,Delivered
1876,19598,07-26-2016,,xpo logistics,Delivered
1877,1638,12-25-2016,,spee-dee delivery,Delivered
1878,22409,10-01-2016,,lasership,Delivered
1879,5191,11-22-2015,,lasership,Delivered
1880,23551,04-12-2016,,xpo logistics,Delivered
1881,18099,08-20-2017,,purolator,Delivered
1882,2370,01-11-2017,,ontrac,Delivered
1883,20230,01-18-2017,,xpo logistics,Delivered
1884,4601,03-02-2017,,amazon logistics,Delivered
1885,19954,12-16-2016,,ups,Delivered
1886,23018,01-06-2016,,amazon logistics,Delivered
1887,23048,01-07-2016,,lasership,Delivered
1888,4717,06-01-2016,06-12-2016,ups,Returned
1889,6240,12-11-2016,,ontrac,Delivered
1890,9998,01-11-2016,,ups,Delivered
1891,14021,07-20-2017,,dhl,Delivered
1892,11404,06-05-2016,06-16-2016,usps,Returned
1893,1006,02-19-2017,,fedex,Delivered
1894,22921,11-29-2016,12-13-2016,fedex,Returned
1895,3277,09-30-2016,,lasership,Delivered
1896,15885,08-16-2015,,spee-dee delivery,Delivered
1897,14006,05-04-2017,,spee-dee delivery,Delivered
1898,16489,01-23-2016,,xpo logistics,Delivered
1899,8986,09-14-2016,,ups,Delivered
1900,2033,01-27-2017,,purolator,Delivered
1901,7209,12-25-2016,,dhl,Delivered
1902,7178,12-28-2016,,lasership,Delivered
1903,13459,12-18-2015,,ups,Delivered
1904,23706,04-25-2016,,amazon logistics,Delivered
1905,10890,07-16-2016,,purolator,Delivered
1906,19522,07-23-2016,,ups,Delivered
1907,3688,05-14-2017,,purolator,Delivered
1908,10164,01-07-2016,,dhl,Delivered
1909,14774,12-21-2016,,purolator,Delivered
1910,5057,11-26-2015,,ups,Delivered
1911,5064,11-22-2015,,purolator,Delivered
1912,3994,02-04-2017,02-18-2017,dhl,Returned
1913,9211,08-19-2016,,fedex,Delivered
1914,4494,01-20-2016,,fedex,Delivered
1915,10547,01-14-2016,,amazon logistics,Delivered
1916,18953,04-09-2017,04-20-2017,dhl,Returned
1917,20238,01-13-2017,01-27-2017,purolator,Returned
1918,7366,12-16-2016,,xpo logistics,Delivered
1920,5082,03-17-2017,,spee-dee delivery,Delivered
1921,457,12-28-2016,,ontrac,Delivered
1922,10938,07-15-2016,,xpo logistics,Delivered
1923,11761,03-12-2016,,usps,Delivered
1924,20895,07-02-2017,,fedex,Delivered
1925,23197,01-31-2016,02-09-2016,amazon logistics,Returned
1926,20192,01-11-2017,01-23-2017,dhl,Returned
1927,2308,01-21-2017,02-04-2017,usps,Returned
1928,9814,01-11-2016,,lasership,Delivered
1929,8078,02-05-2017,,ups,Delivered
1930,2,01-14-2017,,usps,Delivered
1931,1395,01-02-2017,,ups,Delivered
1932,21699,03-17-2017,,usps,Delivered
1934,3132,06-05-2016,06-17-2016,fedex,Returned
1936,23065,01-10-2016,,purolator,Delivered
1937,6984,12-29-2016,,ontrac,Delivered
1938,11609,03-23-2016,,lasership,Delivered
1939,15548,02-05-2017,,usps,Delivered
1940,12134,01-04-2016,,usps,Delivered
1941,16076,12-16-2015,12-24-2015,dhl,Returned
1942,7458,12-17-2016,,amazon logistics,Delivered
1943,1899,12-05-2016,12-19-2016,ontrac,Returned
1944,8536,01-08-2017,,amazon logistics,Delivered
1945,13069,01-19-2017,,purolator,Delivered
1946,8528,01-09-2017,,amazon logistics,Delivered
1947,19770,08-30-2016,,usps,Delivered
1948,18580,01-02-2017,,ontrac,Delivered
1949,2241,01-21-2017,,amazon logistics,Delivered
1950,18112,08-26-2017,,lasership,Delivered
1951,15666,01-26-2017,,xpo logistics,Delivered
1952,21653,03-14-2017,,ontrac,Delivered
1953,16392,01-12-2016,01-20-2016,lasership,Returned
1956,22661,10-27-2016,,spee-dee delivery,Delivered
1957,9624,01-13-2016,,amazon logistics,Delivered
1958,8853,09-28-2016,,fedex,Delivered
1959,23025,01-05-2016,,lasership,Delivered
1960,1477,01-02-2017,,spee-dee delivery,Delivered
1961,16669,04-06-2016,,lasership,Delivered
1962,4885,04-26-2016,,usps,Delivered
1963,2187,01-19-2017,02-02-2017,usps,Returned
1964,13711,11-30-2015,,purolator,Delivered
1965,18870,02-07-2017,02-20-2017,ups,Returned
1966,22518,10-18-2016,,ontrac,Delivered
1967,14121,01-11-2017,,dhl,Delivered
1968,7953,02-20-2017,,spee-dee delivery,Delivered
1969,14404,09-12-2016,,purolator,Delivered
1970,9292,08-15-2016,08-28-2016,usps,Returned
1971,11709,03-12-2016,,spee-dee delivery,Delivered
1972,13609,12-05-2015,,fedex,Delivered
1973,9327,08-10-2016,,ontrac,Delivered
1974,1623,12-24-2016,,xpo logistics,Delivered
1975,9132,09-06-2016,,purolator,Delivered
1976,6989,12-27-2016,,purolator,Delivered
1977,23144,01-30-2016,02-13-2016,fedex,Returned
1978,18647,01-18-2017,02-02-2017,amazon logistics,Returned
1979,20987,07-23-2017,08-07-2017,ontrac,Returned
1980,5918,04-12-2016,04-23-2016,spee-dee delivery,Returned
1981,15294,04-04-2017,,ontrac,Delivered
1982,5525,05-24-2016,,amazon logistics,Delivered
1983,20286,01-20-2017,,spee-dee delivery,Delivered
1984,4183,02-08-2016,,usps,Delivered
1985,2493,01-07-2017,01-22-2017,ups,Returned
1986,21997,05-05-2017,05-14-2017,lasership,Returned
1987,3601,01-08-2017,01-17-2017,usps,Returned
1988,14048,01-14-2015,,amazon logistics,Delivered
1989,23535,04-07-2016,,xpo logistics,Delivered
1990,5087,03-07-2016,,amazon logistics,Delivered
1991,18764,01-24-2017,,dhl,Delivered
1992,12110,01-05-2016,,fedex,Delivered
1993,19170,06-04-2016,,spee-dee delivery,Delivered
1994,12125,01-01-2016,,spee-dee delivery,Delivered
1995,11089,06-29-2016,,purolator,Delivered
1996,19837,12-09-2016,12-17-2016,xpo logistics,Returned
1997,2265,01-19-2017,,ups,Delivered
1998,17311,09-15-2016,,ontrac,Delivered
1999,5461,05-26-2016,,purolator,Delivered
2000,1848,12-11-2016,,ontrac,Delivered
2001,13139,12-30-2015,01-07-2016,ups,Returned
2002,18454,12-03-2016,12-13-2016,spee-dee delivery,Returned
2003,17234,08-07-2016,08-22-2016,usps,Returned
2004,17672,04-09-2017,04-23-2017,dhl,Returned
2005,15185,05-13-2017,,ontrac,Delivered
2006,17388,03-15-2017,,purolator,Delivered
2007,8440,01-09-2017,,usps,Delivered
2008,2944,12-19-2016,12-31-2016,purolator,Returned
2009,614,04-22-2017,,amazon logistics,Delivered
2010,1107,02-16-2017,03-01-2017,amazon logistics,Returned
2011,2031,01-26-2017,02-07-2017,usps,Returned
2012,7136,12-24-2016,,ups,Delivered
2013,4160,02-03-2016,,ontrac,Delivered
2014,21649,03-15-2017,03-23-2017,purolator,Returned
2015,13953,05-08-2017,,dhl,Delivered
2016,5158,11-26-2015,12-08-2015,usps,Returned
2017,16284,12-18-2015,,fedex,Delivered
2018,15021,10-23-2016,,ontrac,Delivered
2019,15985,10-07-2015,,usps,Delivered
2020,22745,11-06-2016,,dhl,Delivered
2021,16049,09-26-2015,,fedex,Delivered
2022,17655,04-17-2017,04-25-2017,xpo logistics,Returned
2023,22311,09-22-2016,10-03-2016,fedex,Returned
2024,10455,01-16-2016,,xpo logistics,Delivered
2025,12586,12-30-2015,,amazon logistics,Delivered
2026,22105,05-21-2017,,fedex,Delivered
2027,7930,02-25-2017,03-10-2017,xpo logistics,Returned
2029,17265,08-21-2016,,spee-dee delivery,Delivered
2030,19822,12-06-2016,,spee-dee delivery,Delivered
2031,19945,12-19-2016,01-02-2017,fedex,Returned
2032,13941,05-13-2017,,purolator,Delivered
2033,12832,01-28-2017,,amazon logistics,Delivered
2034,23520,04-03-2016,,lasership,Delivered
2035,17690,04-26-2017,,spee-dee delivery,Delivered
2036,10692,01-14-2016,,lasership,Delivered
2037,18061,07-24-2017,,spee-dee delivery,Delivered
2038,12890,01-25-2017,,ontrac,Delivered
2039,5003,01-27-2017,,amazon logistics,Delivered
2040,3704,11-30-2015,,dhl,Delivered
2041,8854,09-24-2016,,fedex,Delivered
2042,10954,07-14-2016,,ontrac,Delivered
2043,15971,09-13-2015,,ups,Delivered
2044,1693,12-21-2016,,amazon logistics,Delivered
2045,3375,03-20-2017,,spee-dee delivery,Delivered
2046,7454,12-17-2016,,dhl,Delivered
2047,15813,08-24-2017,09-01-2017,dhl,Returned
2048,18725,01-19-2017,,ontrac,Delivered
2049,18430,12-11-2016,12-20-2016,ups,Returned
2050,19119,05-22-2016,,ups,Delivered
2051,23311,03-11-2016,,lasership,Delivered
2052,1263,01-08-2017,01-16-2017,ontrac,Returned
2053,1147,02-05-2017,02-14-2017,dhl,Returned
2054,352,01-06-2017,,dhl,Delivered
2055,5849,04-18-2016,,ontrac,Delivered
2056,559,11-06-2016,,dhl,Delivered
2057,7104,12-24-2016,,amazon logistics,Delivered
2058,4054,12-30-2015,01-11-2016,ups,Returned
2059,7621,03-28-2017,,spee-dee delivery,Delivered
2060,20644,06-04-2017,06-15-2017,usps,Returned
2061,496,11-21-2016,,spee-dee delivery,Delivered
2063,1925,01-30-2017,02-07-2017,fedex,Returned
2064,11866,03-01-2016,,fedex,Delivered
2065,241,02-01-2017,,ups,Delivered
2066,20488,02-03-2017,02-15-2017,purolator,Returned
2067,19220,06-07-2016,06-21-2016,purolator,Returned
2068,7439,12-17-2016,,purolator,Delivered
2069,6331,12-02-2016,,usps,Delivered
2070,1461,12-30-2016,,ontrac,Delivered
2071,20310,01-20-2017,,ups,Delivered
2072,19224,06-06-2016,,ontrac,Delivered
2073,18592,01-05-2017,01-15-2017,ups,Returned
2074,13306,12-30-2015,01-13-2016,ontrac,Returned
2075,1111,02-10-2017,,xpo logistics,Delivered
2076,9937,01-09-2016,,usps,Delivered
2077,3109,04-17-2016,05-01-2016,xpo logistics,Returned
2078,17110,07-04-2016,,ups,Delivered
2079,11612,03-20-2016,,spee-dee delivery,Delivered
2080,3983,02-07-2017,,usps,Delivered
2081,18716,01-19-2017,01-31-2017,amazon logistics,Returned
2082,11227,06-17-2016,,purolator,Delivered
2083,18648,01-17-2017,,purolator,Delivered
2084,16875,04-30-2016,,ontrac,Delivered
2085,13228,12-29-2015,01-12-2016,amazon logistics,Returned
2086,23986,12-30-2015,,spee-dee delivery,Delivered
2087,5533,05-22-2016,06-06-2016,purolator,Returned
2088,7561,04-09-2017,,fedex,Delivered
2089,2828,03-18-2017,,purolator,Delivered
2090,20564,02-11-2017,,usps,Delivered
2091,17716,04-30-2017,05-09-2017,ups,Returned
2092,23348,03-08-2016,,dhl,Delivered
2093,3125,05-15-2016,,dhl,Delivered
2094,9167,08-21-2016,,fedex,Delivered
2095,22541,10-20-2016,,lasership,Delivered
2096,3469,03-03-2017,,ups,Delivered
2097,11101,06-26-2016,,spee-dee delivery,Delivered
2098,5884,04-16-2016,,lasership,Delivered
2099,8509,01-08-2017,,xpo logistics,Delivered
2100,19836,12-09-2016,12-22-2016,purolator,Returned
2101,12691,01-30-2017,,usps,Delivered
2102,20524,02-08-2017,,xpo logistics,Delivered
2103,21630,03-14-2017,,xpo logistics,Delivered
2104,10299,01-26-2016,02-08-2016,amazon logistics,Returned
2105,22950,11-26-2016,,amazon logistics,Delivered
2106,13,01-27-2017,,dhl,Delivered
2107,4442,01-16-2016,01-31-2016,lasership,Returned
2108,11786,03-12-2016,,ups,Delivered
2109,4041,12-29-2015,,purolator,Delivered
2110,1722,12-16-2016,,amazon logistics,Delivered
2111,857,03-14-2017,,xpo logistics,Delivered
2112,1095,02-15-2017,02-24-2017,purolator,Returned
2113,1978,01-25-2017,02-09-2017,fedex,Returned
2114,16765,04-27-2016,,lasership,Delivered
2115,22514,10-21-2016,,lasership,Delivered
2116,3023,01-07-2017,01-15-2017,amazon logistics,Returned
2117,14201,01-08-2017,,purolator,Delivered
2118,12735,01-28-2017,,spee-dee delivery,Delivered
2119,4048,01-01-2016,,xpo logistics,Delivered
2120,10510,01-17-2016,01-25-2016,ups,Returned
2121,23872,12-01-2015,,usps,Delivered
2122,15779,09-16-2017,,ontrac,Delivered
2123,23154,01-22-2016,,ups,Delivered
2124,8363,01-09-2017,01-24-2017,dhl,Returned
2125,22084,05-19-2017,,lasership,Delivered
2126,17272,08-29-2016,,usps,Delivered
2127,17741,05-19-2017,,dhl,Delivered
2128,23124,01-17-2016,,amazon logistics,Delivered
2129,9457,07-30-2016,08-12-2016,ontrac,Returned
2130,12684,02-04-2017,,ontrac,Delivered
2131,22741,11-05-2016,11-15-2016,ontrac,Returned
2132,14632,01-07-2017,,spee-dee delivery,Delivered
2133,19199,06-02-2016,,fedex,Delivered
2134,10551,01-14-2016,,purolator,Delivered
2135,12362,12-30-2015,,dhl,Delivered
2136,11201,06-18-2016,,ups,Delivered
2137,14772,12-22-2016,,spee-dee delivery,Delivered
2138,223,01-01-2017,,lasership,Delivered
2139,8404,01-12-2017,,xpo logistics,Delivered
2140,5006,01-27-2017,02-10-2017,dhl,Returned
2141,2550,01-09-2017,,lasership,Delivered
2142,22983,12-03-2016,,xpo logistics,Delivered
2143,15481,02-20-2017,,purolator,Delivered
2144,5928,04-10-2016,,dhl,Delivered
2145,18825,01-28-2017,,amazon logistics,Delivered
